encoder,encoder_family,dataset,query_id,query_text,query_length_tokens,nDCG@10,primary_label,labels
minilm-l6-v2,transformer,fiqa,9548,"How do I research, analyze, and choose the right mutual fund for a roth ira?",18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
bert-base,transformer,fiqa,9548,"How do I research, analyze, and choose the right mutual fund for a roth ira?",18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
gte-small,transformer,fiqa,9548,"How do I research, analyze, and choose the right mutual fund for a roth ira?",18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,9548,"How do I research, analyze, and choose the right mutual fund for a roth ira?",18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
conv-retriever,convolutional,fiqa,9548,"How do I research, analyze, and choose the right mutual fund for a roth ira?",18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,9548,"How do I research, analyze, and choose the right mutual fund for a roth ira?",18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,9701,How to bet against the London housing market?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,9701,How to bet against the London housing market?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,9701,How to bet against the London housing market?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,9701,How to bet against the London housing market?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,9701,How to bet against the London housing market?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,nfcorpus,PLAIN-1008,deafness,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1008,deafness,2.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-1008,deafness,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-1008,deafness,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1008,deafness,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-1008,deafness,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-1214,Fosamax,3.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1214,Fosamax,3.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-1214,Fosamax,3.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-1214,Fosamax,3.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1214,Fosamax,3.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-1214,Fosamax,3.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-1309,halibut,3.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1309,halibut,3.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-1309,halibut,3.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-1309,halibut,3.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1309,halibut,3.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-1309,halibut,3.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-1656,mouth cancer,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1656,mouth cancer,2.0,0.085143,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-1656,mouth cancer,2.0,0.063621,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-1656,mouth cancer,2.0,0.078398,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1656,mouth cancer,2.0,0.073364,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-1656,mouth cancer,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-1784,oxen meat,3.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1784,oxen meat,3.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-1784,oxen meat,3.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-1784,oxen meat,3.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1784,oxen meat,3.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-1784,oxen meat,3.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-1972,quinine,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1972,quinine,2.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-1972,quinine,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-1972,quinine,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1972,quinine,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-1972,quinine,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-1995,red tea,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1995,red tea,2.0,0.085143,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-1995,red tea,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-1995,red tea,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1995,red tea,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-1995,red tea,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-2019,rickets,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-2019,rickets,2.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-2019,rickets,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-2019,rickets,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-2019,rickets,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2019,rickets,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-2113,soil health,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-2113,soil health,2.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-2113,soil health,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-2113,soil health,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-2113,soil health,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2113,soil health,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-2145,St. John's wort,7.0,0.090928,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,nfcorpus,PLAIN-2145,St. John's wort,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,nfcorpus,PLAIN-2145,St. John's wort,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
lstm-retriever,recurrent,nfcorpus,PLAIN-2145,St. John's wort,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,nfcorpus,PLAIN-2145,St. John's wort,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2145,St. John's wort,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,nfcorpus,PLAIN-2167,subsidies,1.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-2167,subsidies,1.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-2167,subsidies,1.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-2167,subsidies,1.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-2167,subsidies,1.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2167,subsidies,1.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-2311,veal,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-2311,veal,2.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-2311,veal,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-2311,veal,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-2311,veal,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2311,veal,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-2321,veggie chicken,4.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-2321,veggie chicken,4.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-2321,veggie chicken,4.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-2321,veggie chicken,4.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-2321,veggie chicken,4.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2321,veggie chicken,4.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-2920,Human Neurotransmitters in Plants,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,nfcorpus,PLAIN-2920,Human Neurotransmitters in Plants,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,nfcorpus,PLAIN-2920,Human Neurotransmitters in Plants,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
lstm-retriever,recurrent,nfcorpus,PLAIN-2920,Human Neurotransmitters in Plants,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,nfcorpus,PLAIN-2920,Human Neurotransmitters in Plants,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2920,Human Neurotransmitters in Plants,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,nfcorpus,PLAIN-3211,Overdosing on Greens,5.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-3211,Overdosing on Greens,5.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-3211,Overdosing on Greens,5.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-3211,Overdosing on Greens,5.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-3211,Overdosing on Greens,5.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-3211,Overdosing on Greens,5.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-3221,Dietary Theory of Alzheimer's,6.0,0.065817,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,nfcorpus,PLAIN-3221,Dietary Theory of Alzheimer's,6.0,0.0,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,nfcorpus,PLAIN-3221,Dietary Theory of Alzheimer's,6.0,0.054436,UNCATEGORIZED,UNCATEGORIZED
lstm-retriever,recurrent,nfcorpus,PLAIN-3221,Dietary Theory of Alzheimer's,6.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,nfcorpus,PLAIN-3221,Dietary Theory of Alzheimer's,6.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,nfcorpus,PLAIN-3221,Dietary Theory of Alzheimer's,6.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,nfcorpus,PLAIN-358,Didn't another study show carnitine was good for the heart?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,nfcorpus,PLAIN-358,Didn't another study show carnitine was good for the heart?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,nfcorpus,PLAIN-358,Didn't another study show carnitine was good for the heart?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,nfcorpus,PLAIN-358,Didn't another study show carnitine was good for the heart?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,nfcorpus,PLAIN-358,Didn't another study show carnitine was good for the heart?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,nfcorpus,PLAIN-358,Didn't another study show carnitine was good for the heart?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,nfcorpus,PLAIN-457,How can you believe in any scientific study?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,nfcorpus,PLAIN-457,How can you believe in any scientific study?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,nfcorpus,PLAIN-457,How can you believe in any scientific study?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,nfcorpus,PLAIN-457,How can you believe in any scientific study?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,nfcorpus,PLAIN-457,How can you believe in any scientific study?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,nfcorpus,PLAIN-457,How can you believe in any scientific study?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,nfcorpus,PLAIN-520,Alli,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-520,Alli,2.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-520,Alli,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-520,Alli,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-520,Alli,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-520,Alli,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-583,antinutrients,4.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-583,antinutrients,4.0,0.078398,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-583,antinutrients,4.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-583,antinutrients,4.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-583,antinutrients,4.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-583,antinutrients,4.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-603,Arkansas,1.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-603,Arkansas,1.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-603,Arkansas,1.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-603,Arkansas,1.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-603,Arkansas,1.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-603,Arkansas,1.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-782,Bush administration,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-782,Bush administration,2.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-782,Bush administration,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-782,Bush administration,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-782,Bush administration,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-782,Bush administration,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-817,canker sores,4.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-817,canker sores,4.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-817,canker sores,4.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-817,canker sores,4.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-817,canker sores,4.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-817,canker sores,4.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-987,cumin,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-987,cumin,2.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-987,cumin,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-987,cumin,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-987,cumin,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-987,cumin,2.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,nfcorpus,PLAIN-997,Czechoslovakia,1.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-997,Czechoslovakia,1.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-997,Czechoslovakia,1.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-997,Czechoslovakia,1.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-997,Czechoslovakia,1.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-997,Czechoslovakia,1.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,scifact,1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,18.0,0.0,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,scifact,1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,18.0,0.0,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,scifact,1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,18.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,scifact,1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,18.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,scifact,1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,21.0,0.0,LEN-LONG,LEN-LONG
bert-base,transformer,scifact,1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,21.0,0.0,LEN-LONG,LEN-LONG
gte-small,transformer,scifact,1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,21.0,0.0,LEN-LONG,LEN-LONG
conv-retriever,convolutional,scifact,1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,21.0,0.0,LEN-LONG,LEN-LONG
minilm-l6-v2,transformer,scifact,1362,Venules have a larger lumen diameter than arterioles.,14.0,0.0,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,scifact,1362,Venules have a larger lumen diameter than arterioles.,14.0,0.0,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,scifact,1362,Venules have a larger lumen diameter than arterioles.,14.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,scifact,1362,Venules have a larger lumen diameter than arterioles.,14.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1362,Venules have a larger lumen diameter than arterioles.,14.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,scifact,502,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",20.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
bert-base,transformer,scifact,502,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",20.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
gte-small,transformer,scifact,502,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",20.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
lstm-retriever,recurrent,scifact,502,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",20.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
conv-retriever,convolutional,scifact,502,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",20.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
minilm-l6-v2,transformer,scifact,831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,29.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT|DOMAIN-TERM
bert-base,transformer,scifact,831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,29.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT|DOMAIN-TERM
gte-small,transformer,scifact,831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,29.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT|DOMAIN-TERM
conv-retriever,convolutional,scifact,831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,29.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT|DOMAIN-TERM
gte-small,transformer,fiqa,10034,Tax implications of holding EWU (or other such UK ETFs) as a US citizen?,19.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,10034,Tax implications of holding EWU (or other such UK ETFs) as a US citizen?,19.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,10034,Tax implications of holding EWU (or other such UK ETFs) as a US citizen?,19.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,10034,Tax implications of holding EWU (or other such UK ETFs) as a US citizen?,19.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,1310,Is is possible to take a mortgage using Bitcoin as collateral?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
gte-small,transformer,fiqa,1310,Is is possible to take a mortgage using Bitcoin as collateral?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,1310,Is is possible to take a mortgage using Bitcoin as collateral?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,1310,Is is possible to take a mortgage using Bitcoin as collateral?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,1391,How is taxation for youtube/twitch etc monetization handled in the UK?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,1391,How is taxation for youtube/twitch etc monetization handled in the UK?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,1391,How is taxation for youtube/twitch etc monetization handled in the UK?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,2108,Can I pay taxes using bill pay from my on-line checking account?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,2108,Can I pay taxes using bill pay from my on-line checking account?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,2118,What happened in Argentina in 2001 bank sector? did the banks closed? all or some?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
bert-base,transformer,fiqa,2118,What happened in Argentina in 2001 bank sector? did the banks closed? all or some?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
lstm-retriever,recurrent,fiqa,2118,What happened in Argentina in 2001 bank sector? did the banks closed? all or some?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
conv-retriever,convolutional,fiqa,2118,What happened in Argentina in 2001 bank sector? did the banks closed? all or some?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
mamba-retriever-fs,ssm,fiqa,2118,What happened in Argentina in 2001 bank sector? did the banks closed? all or some?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
conv-retriever,convolutional,fiqa,2296,How does a bank make money on an interest free secured loan?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,2395,Freelance site with lowest commission fees?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,2395,Freelance site with lowest commission fees?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
